Name,Path,Position,Is Active,Url Key,Description,Image,Page Title,Meta Keywords,Meta Description,Include In Menu,Display Mode,CMS Block,Is Anchor,Availabe Sort By,Default Sort By,Page Layout,Custom Layout Update,Attribute Id,Brand Id
Mercedes S-Class 63 AMG  (W221),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,291,Yes,mercedes-s-class-63-amg-w221,Mercedes S-Class 63 AMG  (W221),,Mercedes S-Class 63 AMG  (W221),Mercedes S-Class 63 AMG  (W221),Mercedes S-Class 63 AMG  (W221),Yes,Products only,,No,,,Brand layout,,536,58
Mercedes Citan (W415),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,173,No,mercedes-citan-w415,Mercedes Citan (W415),,Mercedes Citan (W415),Mercedes Citan (W415),Mercedes Citan (W415),Yes,Products only,,Yes,,,Brand layout,,1728,58
Mercedes V (W638),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,338,No,mercedes-v-w638,Mercedes V (W638),,Mercedes V (W638),Mercedes V (W638),Mercedes V (W638),Yes,Products only,,Yes,,,Brand layout,,1744,58
Mercedes Vaneo (W414),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,332,No,mercedes-vaneo-w414,Mercedes Vaneo (W414),,Mercedes Vaneo (W414),Mercedes Vaneo (W414),Mercedes Vaneo (W414),Yes,Products only,,Yes,,,Brand layout,,1745,58
Mercedes Viano (W639),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,341,No,mercedes-viano-w639,Mercedes Viano (W639),,Mercedes Viano (W639),Mercedes Viano (W639),Mercedes Viano (W639),Yes,Products only,,Yes,,,Brand layout,,1746,58
Mercedes Vito (W638),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,344,No,mercedes-vito-w638,Mercedes Vito (W638),,Mercedes Vito (W638),Mercedes Vito (W638),Mercedes Vito (W638),Yes,Products only,,Yes,,,Brand layout,,1747,58
Mercedes Vito (W639),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,347,No,mercedes-vito-w639,Mercedes Vito (W639),,Mercedes Vito (W639),Mercedes Vito (W639),Mercedes Vito (W639),Yes,Products only,,Yes,,,Brand layout,,1748,58
Mercedes C-Class (W205),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,103,Yes,mercedes-c-class-w205,Mercedes C-Class (W205),,Mercedes C-Class (W205),Mercedes C-Class (W205),Mercedes C-Class (W205),Yes,Products only,,Yes,,,Brand layout,,1726,58
Mercedes V (W447),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,335,No,mercedes-v-w447,Mercedes V (W447),,Mercedes V (W447),Mercedes V (W447),Mercedes V (W447),Yes,Products only,,Yes,,,Brand layout,,1743,58
Mercedes Sprinter II (W906),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,329,No,mercedes-sprinter-ii-w906,Mercedes Sprinter II (W906),,Mercedes Sprinter II (W906),Mercedes Sprinter II (W906),Mercedes Sprinter II (W906),Yes,Products only,,Yes,,,Brand layout,,1742,58
Mercedes Sprinter I (901-905),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,326,No,mercedes-sprinter-i-901-905,Mercedes Sprinter I (901-905),,Mercedes Sprinter I (901-905),Mercedes Sprinter I (901-905),Mercedes Sprinter I (901-905),Yes,Products only,,Yes,,,Brand layout,,1741,58
Mercedes C SportCoupé (CL203),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,68,No,mercedes-c-sportcoupe-cl203,Mercedes C SportCoupé (CL203),,Mercedes C SportCoupé (CL203),Mercedes C SportCoupé (CL203),Mercedes C SportCoupé (CL203),Yes,Products only,,Yes,,,Brand layout,,1727,58
Mercedes CLS (C219),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,153,Yes,mercedes-cls-c219,Mercedes CLS (C219),,Mercedes CLS (C219),Mercedes CLS (C219),Mercedes CLS (C219),Yes,Products only,,Yes,,,Brand layout,,1731,58
Mercedes E (W210),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,183,No,mercedes-e-w210,Mercedes E (W210),,Mercedes E (W210),Mercedes E (W210),Mercedes E (W210),Yes,Products only,,Yes,,,Brand layout,,1732,58
Mercedes E (W211),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,188,Yes,mercedes-e-w211,Mercedes E (W211),,Mercedes E (W211),Mercedes E (W211),Mercedes E (W211),Yes,Products only,,Yes,,,Brand layout,,1733,58
Mercedes-Benz G-Class (W463),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,208,Yes,mercedes-g-w463,Mercedes-Benz G-Class ,,Mercedes-Benz G-Class ,Mercedes-Benz G-Class ,Mercedes-Benz G-Class ,Yes,Products only,,Yes,,,Brand layout,,1734,58
Mercedes GL (X164),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,213,Yes,mercedes-gl-x164,Mercedes GL (X164),,Mercedes GL (X164),Mercedes GL (X164),Mercedes GL (X164),Yes,Products only,,Yes,,,Brand layout,,1735,58
Mercedes ML (W163),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,238,No,mercedes-ml-w163,Mercedes ML (W163),,Mercedes ML (W163),Mercedes ML (W163),Mercedes ML (W163),Yes,Products only,,Yes,,,Brand layout,,1736,58
Mercedes ML (W164),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,243,Yes,mercedes-ml-w164,Mercedes ML (W164),,Mercedes ML (W164),Mercedes ML (W164),Mercedes ML (W164),Yes,Products only,,Yes,,,Brand layout,,1737,58
Mercedes R (W251),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,273,Yes,mercedes-r-w251,Mercedes R (W251),,Mercedes R (W251),Mercedes R (W251),Mercedes R (W251),Yes,Products only,,Yes,,,Brand layout,,1738,58
Mercedes S-Class (W220),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,283,No,mercedes-s-class-w220,Mercedes S-Class (W220),,Mercedes S-Class (W220),Mercedes S-Class (W220),Mercedes S-Class (W220),Yes,Products only,,Yes,,,Brand layout,,1739,58
Mercedes S-Class (W221),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,287,Yes,mercedes-s-class-w221,Mercedes S-Class (W221),,Mercedes S-Class (W221),Mercedes S-Class (W221),Mercedes S-Class (W221),Yes,Products only,,Yes,,,Brand layout,,1740,58
Mercedes C (W203),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,78,No,mercedes-c-w203,Mercedes C (W203),,Mercedes C (W203),Mercedes C (W203),Mercedes C (W203),Yes,Products only,,Yes,,,Brand layout,,1725,58
Mercedes C (W202),Europe1/Brand/CAPRISTO EXHAUST/Mercedes-Benz ,73,No,mercedes-c-w202,Mercedes C (W202),,Mercedes C (W202),Mercedes C (W202),Mercedes C (W202),Yes,Products only,,Yes,,,Brand layout,,1724,58
Nissan GT-R,Europe1/Brand/CAPRISTO EXHAUST/NISSAN,1,Yes,nissan-gt-r,Nissan GT-R,,Nissan GT-R,Nissan GT-R,Nissan GT-R,Yes,Products only,,No,,,Brand layout,,3766,58
Porsche 911 (991),Europe1/Brand/CAPRISTO EXHAUST/Porsche,1,Yes,porsche-911-991,Porsche 911 (991),,Porsche 911 (991),Porsche 911 (991),Porsche 911 (991),Yes,Products only,,Yes,,,Brand layout,,3006,58
Porsche Boxster / Cayman (981),Europe1/Brand/CAPRISTO EXHAUST/Porsche,88,Yes,porsche-boxster-cayman-981,Porsche Boxster / Cayman (981),,Porsche Boxster / Cayman (981),Porsche Boxster / Cayman (981),Porsche Boxster / Cayman (981),Yes,Products only,,Yes,,,Brand layout,,3005,58
Porsche Boxster / Cayman (987),Europe1/Brand/CAPRISTO EXHAUST/Porsche,93,Yes,porsche-boxster-cayman-987,Porsche Boxster / Cayman (987),,Porsche Boxster / Cayman (987),Porsche Boxster / Cayman (987),Porsche Boxster / Cayman (987),Yes,Products only,,Yes,,,Brand layout,,3004,58
Porsche Panamera (971) ,Europe1/Brand/CAPRISTO EXHAUST/Porsche,78,Yes,porsche-panamera-971,Porsche Panamera (971) Generation 2  (2016-),,Porsche Panamera (971) ,Porsche Panamera (971) ,Porsche Panamera (971) ,Yes,Products only,,No,,,Brand layout,,3773,58
Porsche Boxster / Cayman (982 / 718),Europe1/Brand/CAPRISTO EXHAUST/Porsche,83,Yes,porsche-boxster-cayman-982-718,Porsche Boxster / Cayman (982 / 718),,Porsche Boxster / Cayman (982 / 718),Porsche Boxster / Cayman (982 / 718),Porsche Boxster / Cayman (982 / 718),Yes,Products only,,No,,,Brand layout,,3772,58
Porsche 911 (991) GT3 / GT3 RS,Europe1/Brand/CAPRISTO EXHAUST/Porsche,103,Yes,porsche-911-991-gt3-gt3-rs,Porsche 911 (991) GT3 / GT3 RS,,Porsche 911 (991) GT3 / GT3 RS,Porsche 911 (991) GT3 / GT3 RS,Porsche 911 (991) GT3 / GT3 RS,Yes,Products only,,No,,,Brand layout,,3776,58
Porsche Boxster (986),Europe1/Brand/CAPRISTO EXHAUST/Porsche,98,Yes,porsche-boxster-986,Porsche Boxster (986),,Porsche Boxster (986),Porsche Boxster (986),Porsche Boxster (986),Yes,Products only,,Yes,,,Brand layout,,3003,58
Porsche 911 (996),Europe1/Brand/CAPRISTO EXHAUST/Porsche,34,Yes,porsche-911-996,Porsche 911 (996),,Porsche 911 (996),Porsche 911 (996),Porsche 911 (996),Yes,Products only,,No,,,Brand layout,,450,58
Porsche Cayenne (958),Europe1/Brand/CAPRISTO EXHAUST/Porsche,52,Yes,porsche-cayenne-958,Porsche Cayenne (958),,Porsche Cayenne (958),Porsche Cayenne (958),Porsche Cayenne (958),Yes,Products only,,Yes,,,Brand layout,,2274,58
Porsche 911 (997),Europe1/Brand/CAPRISTO EXHAUST/Porsche,25,Yes,porsche-911-997,Porsche 911 (997),,Porsche 911 (997),Porsche 911 (997),Porsche 911 (997),Yes,Products only,,Yes,,,Brand layout,,2275,58
Porsche Cayenne (957),Europe1/Brand/CAPRISTO EXHAUST/Porsche,61,Yes,porsche-cayenne-957,Porsche Cayenne (957),,Porsche Cayenne (957),Porsche Cayenne (957),Porsche Cayenne (957),Yes,Products only,,Yes,,,Brand layout,,1749,58
Porsche Macan (95B),Europe1/Brand/CAPRISTO EXHAUST/Porsche,43,Yes,porsche-macan,Porsche Macan (95B),,Porsche Macan (95B),Porsche Macan (95B),Porsche Macan (95B),Yes,Products only,,Yes,,,Brand layout,,1750,58
Porsche Panamera (970),Europe1/Brand/CAPRISTO EXHAUST/Porsche,73,Yes,porsche-panamera,Porsche Panamera (970)  2010-2016,,Porsche Panamera (970),Porsche Panamera (970),Porsche Panamera (970),Yes,Products only,,Yes,,,Brand layout,,1751,58
Porsche Cayenne (955),Europe1/Brand/CAPRISTO EXHAUST/Porsche,68,Yes,porsche-cayenne-955,Porsche Cayenne (955),,Porsche Cayenne (955),Porsche Cayenne (955),Porsche Cayenne (955),Yes,Products only,,Yes,,,Brand layout,,1752,58
Land Rover Discovery  III,Europe1/Brand/CAPRISTO EXHAUST/Range Rover,78,Yes,land-rover-discovery-iii,"Land Rover Discovery  III
",,Land Rover Discovery  III,"Land Rover Discovery  III
","Land Rover Discovery  III
",Yes,Products only,,Yes,,,Brand layout,,3008,58
Land Rover Discovery Sport (L550),Europe1/Brand/CAPRISTO EXHAUST/Range Rover,73,Yes,land-rover-discovery-sport-l550,"Land Rover Discovery Sport (L550)
",,Land Rover Discovery Sport (L550),Land Rover Discovery Sport (L550),Land Rover Discovery Sport (L550),Yes,Products only,,No,,,Brand layout,,3007,58
Range Rover Velar ,Europe1/Brand/CAPRISTO EXHAUST/Range Rover,93,Yes,range-rover-velar,Range Rover Velar ,,Range Rover Velar ,Range Rover Velar ,Range Rover Velar ,Yes,Products only,,No,,,Brand layout,,3783,58
Range Rover Sport MK1 (L320),Europe1/Brand/CAPRISTO EXHAUST/Range Rover,1,Yes,range-rover-sport-mk1-l320,Range Rover Sport MK1 (L320),,,Range Rover Sport MK1 (L320),Range Rover Sport MK1 (L320),Yes,Products only,,No,,,Brand layout,,53,58
Range Rover Sport MK2 (L494),Europe1/Brand/CAPRISTO EXHAUST/Range Rover,25,Yes,range-rover-sport-mk2-l494,Range Rover Sport MK2 (L494),,,Range Rover Sport MK2 (L 494),Range Rover Sport MK2 (L 494),Yes,Products only,,Yes,,,Brand layout,,46,58
Range Rover MK 3 (L322),Europe1/Brand/CAPRISTO EXHAUST/Range Rover,43,Yes,range-rover-mk-3-l322,Range Rover MK 3 (L322),,Range Rover MK 3 (L322),Range Rover MK 3 (L322),Range Rover MK 3 (L322),Yes,Products only,,Yes,,,Brand layout,,1783,58
Range Rover MK 4 (L405),Europe1/Brand/CAPRISTO EXHAUST/Range Rover,52,Yes,range-rover-mk-4-l405,Range Rover MK 4 (L405),,Range Rover MK 4 (L405),Range Rover MK 4 (L405),Range Rover MK 4 (L405),Yes,Products only,,Yes,,,Brand layout,,2944,58
Land Rover Freelander (II),Europe1/Brand/CAPRISTO EXHAUST/Range Rover,68,Yes,land-rover-freelander-ii,Land Rover Freelander (II),,Land Rover Freelander (II),Land Rover Freelander (II),Land Rover Freelander (II),Yes,Products only,,Yes,,,Brand layout,,1778,58
Range Rover Evoque,Europe1/Brand/CAPRISTO EXHAUST/Range Rover,34,Yes,range-rover-evoque,Range Rover Evoque,,Range Rover Evoque,Range Rover Evoque,Range Rover Evoque,Yes,Products only,,Yes,,,Brand layout,,1779,58
Land Rover Defender,Europe1/Brand/CAPRISTO EXHAUST/Range Rover,88,Yes,land-rover-defender,Land Rover Defender,,Land Rover Defender,Land Rover Defender,Land Rover Defender,Yes,Products only,,Yes,,,Brand layout,,1780,58
Land Rover Discovery (IV),Europe1/Brand/CAPRISTO EXHAUST/Range Rover,83,Yes,land-rover-discovery-iv,Land Rover Discovery (IV),,Land Rover Discovery (IV),Land Rover Discovery (IV),Land Rover Discovery (IV),Yes,Products only,,Yes,,,Brand layout,,1781,58
Land Rover Freelander (I),Europe1/Brand/CAPRISTO EXHAUST/Range Rover,61,Yes,land-rover-freelander-i,Land Rover Freelander (I),,Land Rover Freelander (I),Land Rover Freelander (I),Land Rover Freelander (I),Yes,Products only,,Yes,,,Brand layout,,1782,58
Rolls-Royce  Phantom,Europe1/Brand/CAPRISTO EXHAUST/Rolls-Royce,1,Yes,rolls-royce-phantom,Rolls-Royce  Phantom,,Rolls-Royce Phantom,Rolls-Royce  Phantom,Rolls Royce  Phantom,Yes,Products only,,Yes,,,Brand layout,,3009,58
Rolls-Royce Phantom Drophead Coupe,Europe1/Brand/CAPRISTO EXHAUST/Rolls-Royce,25,Yes,rolls-royce-phantom-drophead-coupe,Rolls-Royce Phantom Drophead Coupe,,Rolls-Royce  Phantom Drophead Coupe,Rolls-Royce  Phantom Drophead Coupe,Rolls-Royce Phantom Drophead Coupe,Yes,Products only,,Yes,,,Brand layout,,3010,58
Rolls-Royce Ghost II ,Europe1/Brand/CAPRISTO EXHAUST/Rolls-Royce,43,Yes,rolls-royce-ghost-ii,"Rolls-Royce Ghost II 
",,Rolls-Royce Ghost II ,"Rolls-Royce Ghost II 
","Rolls-Royce Ghost II 
",Yes,Products only,,Yes,,,Brand layout,,3012,58
Rolls-Royce Ghost ,Europe1/Brand/CAPRISTO EXHAUST/Rolls-Royce,34,Yes,rolls-royce-ghost,Rolls-Royce Ghost ,,Rolls-Royce Ghost ,Rolls-Royce Ghost ,Rolls-Royce  Ghost ,Yes,Products only,,Yes,,,Brand layout,,3011,58
Rolls-Royce Dawn,Europe1/Brand/CAPRISTO EXHAUST/Rolls-Royce,61,Yes,rolls-royce-dawn,Rolls-Royce Dawn,,Rolls-Royce Dawn,Rolls-Royce Dawn,Rolls-Royce Dawn,Yes,Products only,,No,,,Brand layout,,3777,58
Rolls-Royce Wraith,Europe1/Brand/CAPRISTO EXHAUST/Rolls-Royce,52,Yes,rolls-royce-wraith,Rolls-Royce Wraith Coupe,,,Rolls-Royce Wraith Coupe,Rolls-Royce Wraith Coupe,Yes,Products only,,No,,,Brand layout,,47,58
VW Polo V (6C),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,68,No,vw-polo-v-6c,VW Polo V (6C),,VW Polo V (6C),VW Polo V (6C),VW Polo V (6C),Yes,Products only,,Yes,,,Brand layout,,3598,58
VW Polo V R WRC (6R),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,61,No,vw-polo-v-r-wrc-6r,VW Polo V R WRC (6R),,VW Polo V R WRC (6R),VW Polo V R WRC (6R),VW Polo V R WRC (6R),Yes,Products only,,Yes,,,Brand layout,,3597,58
VW Polo V GTI (6R),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,52,No,vw-polo-v-gti-6r,VW Polo V GTI (6R),,VW Polo V GTI (6R),VW Polo V GTI (6R),VW Polo V GTI (6R),Yes,Products only,,Yes,,,Brand layout,,3596,58
VW Polo IV (9N),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,34,No,vw-polo-iv-9n,VW Polo IV (9N),,VW Polo IV (9N),VW Polo IV (9N),VW Polo IV (9N),Yes,Products only,,Yes,,,Brand layout,,3594,58
VW Touareg,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,268,No,vw-touareg,,,VW Touareg,VW Touareg,VW Touareg,Yes,Products only,,Yes,,,Brand layout,,3381,58
VW Golf IV GTI,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,93,No,vw-golf-iv-gti,"VW Golf IV GTI
",,VW Golf IV GTI,"VW Golf IV GTI
","VW Golf IV GTI
",Yes,Products only,,Yes,,,Brand layout,,3013,58
VW Scirocco III R (Typ 13),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,168,Yes,vw-scirocco-iii-r,"VW	Scirocco III R (Typ 13)",,VW Scirocco III R (Typ 13),VW Scirocco III R (Typ 13),VW Scirocco III R (Typ 13),Yes,Products only,,Yes,,,Brand layout,,465,58
VW Golf V R32,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,113,Yes,vw-golf-r32-mk-v,VW Golf V R32,,VW Golf V R32,VW Golf V R32,VW Golf V R32,Yes,Products only,,Yes,,,Brand layout,,443,58
VW Golf VI R,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,128,Yes,vw-golf-vi-r,VW Golf VI R,,VW Golf VI R,VW Golf VI R,VW Golf VI R,Yes,Products only,,Yes,,,Brand layout,,421,58
VW Golf IV R32,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,98,Yes,vw-golf-iv-r32,VW Golf IV R32,,VW Golf IV R32,VW Golf IV R32,VW Golf IV R32,Yes,Products only,,Yes,,,Brand layout,,407,58
VW Golf IV,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,88,No,vw-golf-iv,VW Golf IV,,VW Golf IV,VW Golf IV,VW Golf IV,Yes,Products only,,Yes,,,Brand layout,,2205,58
VW Golf Plus,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,148,No,vw-golf-plus,VW Golf Plus,,VW Golf Plus,VW Golf Plus,VW Golf Plus,Yes,Products only,,Yes,,,Brand layout,,2206,58
VW  Golf VII GTI,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,138,Yes,vw-golf-vii-gti,"VW 	Golf VII GTI",,"VW 	Golf VII GTI","VW 	Golf VII GTI","VW 	Golf VII GTI",Yes,Products only,,Yes,,,Brand layout,,2210,58
"VW	Golf VII R",Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,143,Yes,vw-golf-vii-r,"VW	Golf VII R",,"VW	Golf VII R","VW	Golf VII R","VW	Golf VII R",Yes,Products only,,Yes,,,Brand layout,,2211,58
VW Golf V GTI ,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,108,Yes,vw-golf-v-gti,VW Golf V GTI ,,VW Golf V GTI ,VW Golf V GTI ,VW Golf V GTI ,Yes,Products only,,Yes,,,Brand layout,,2212,58
VW Jetta,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,218,No,vw-jetta,VW Jetta,,VW Jetta,VW Jetta,VW Jetta,Yes,Products only,,Yes,,,Brand layout,,2213,58
VW Lupo,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,1,No,vw-lupo,VW Lupo,,VW Lupo,VW Lupo,VW Lupo,Yes,Products only,,Yes,,,Brand layout,,2214,58
VW Multivan,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,291,No,vw-multivan,VW Multivan,,VW Multivan,VW Multivan,VW Multivan,Yes,Products only,,Yes,,,Brand layout,,2216,58
VW Multivan T5,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,295,No,vw-multivan-t5,VW Multivan T5,,VW Multivan T5,VW Multivan T5,VW Multivan T5,Yes,Products only,,Yes,,,Brand layout,,2217,58
VW New Beetle,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,198,No,vw-new-beetle,VW New Beetle,,VW New Beetle,VW New Beetle,VW New Beetle,Yes,Products only,,Yes,,,Brand layout,,2218,58
VW Passat R36 B6/B7 (3C),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,183,Yes,vw-passat-r36-b6-b7-3c,VW Passat R36 B6/B7 (3C),,VW Passat R36 B6/B7 (3C),VW Passat R36 B6/B7 (3C),VW Passat R36 B6/B7 (3C),Yes,Products only,,Yes,,,Brand layout,,2220,58
VW Passat B8,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,193,Yes,vw-passat-b8,VW Passat B8,,VW Passat B8,VW Passat B8,VW Passat B8,Yes,Products only,,Yes,,,Brand layout,,2221,58
VW Golf III,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,83,No,vw-golf-iii,VW Golf III,,VW Golf III,VW Golf III,VW Golf III,Yes,Products only,,Yes,,,Brand layout,,2204,58
VW Fox,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,73,No,vw-fox,VW Fox,,VW Fox,VW Fox,VW Fox,Yes,Products only,,Yes,,,Brand layout,,2202,58
VW Cross Golf,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,153,No,cross-golf,VW Cross Golf,,VW Cross Golf,VW Cross Golf,VW Cross Golf,Yes,Products only,,Yes,,,Brand layout,,2201,58
VW Golf VI,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,118,Yes,vw-golf-vi,VW Golf VI,,VW Golf VI,VW Golf VI,VW Golf VI,Yes,Products only,,Yes,,,Brand layout,,2198,58
VW Bora,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,203,No,vw-bora,VW Bora,,VW Bora,VW Bora,VW Bora,Yes,Products only,,Yes,,,Brand layout,,2199,58
VW Caravelle,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,287,No,vw-caravelle,VW Caravelle,,VW Caravelle,VW Caravelle,VW Caravelle,Yes,Products only,,Yes,,,Brand layout,,2200,58
VW Polo (6N),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,25,No,vw-polo-6n,VW Polo (6N),,VW Polo (6N),VW Polo (6N),VW Polo (6N),Yes,Products only,,Yes,,,Brand layout,,2223,58
VW Sharan,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,233,No,vw-sharan,VW Sharan,,VW Sharan,VW Sharan,VW Sharan,Yes,Products only,,Yes,,,Brand layout,,2228,58
VW Touran,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,253,No,vw-touran,VW Touran,,VW Touran,VW Touran,VW Touran,Yes,Products only,,Yes,,,Brand layout,,2230,58
VW Vento,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,223,No,vw-vento,VW Vento,,VW Vento,VW Vento,VW Vento,Yes,Products only,,Yes,,,Brand layout,,2231,58
VW Golf VI GTI,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,123,Yes,vw-golf-vi-gti,VW Golf VI GTI,,VW Golf VI GTI,VW Golf VI GTI,VW Golf VI GTI,Yes,Products only,,Yes,,,Brand layout,,2958,58
VW  Amarok,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,273,No,vw-amarok,VW  Amarok,,VW  Amarok,VW  Amarok,VW  Amarok,Yes,Products only,,Yes,,,Brand layout,,1754,58
VW Caddy III ,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,278,No,vw-caddy-iii-2k,VW Caddy III ,,VW Caddy III ,VW Caddy III ,VW Caddy III ,Yes,Products only,,Yes,,,Brand layout,,1756,58
VW Eos,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,78,No,vw-eos-1f,VW Eos,,VW Eos,VW Eos,VW Eos,Yes,Products only,,Yes,,,Brand layout,,1757,58
VW Tiguan,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,243,Yes,vw-tiguan,VW Tiguan,,VW Tiguan,VW Tiguan,VW Tiguan,Yes,Products only,,Yes,,,Brand layout,,1770,58
VW Touareg II (C2),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,263,No,vw-touareg-ii-c2,VW Touareg II (C2),,VW Touareg II (C2),VW Touareg II (C2),VW Touareg II (C2),Yes,Products only,,Yes,,,Brand layout,,1771,58
VW Touran (1T),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,248,No,vw-touran-1t,VW Touran (1T),,VW Touran (1T),VW Touran (1T),VW Touran (1T),Yes,Products only,,Yes,,,Brand layout,,1772,58
VW Crafter,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,283,No,vw-crafter,VW Crafter,,VW Crafter,VW Crafter,VW Crafter,Yes,Products only,,Yes,,,Brand layout,,1774,58
VW LT,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,302,No,vw-lt,VW LT,,VW LT,VW LT,VW LT,Yes,Products only,,Yes,,,Brand layout,,1775,58
VW Phaeton,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,228,No,vw-phaeton,VW Phaeton,,VW Phaeton,VW Phaeton,VW Phaeton,Yes,Products only,,Yes,,,Brand layout,,1776,58
VW Touareg I (7L),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,258,No,vw-touareg-i-7l,VW Touareg I (7L),,VW Touareg I (7L),VW Touareg I (7L),VW Touareg I (7L),Yes,Products only,,Yes,,,Brand layout,,1777,58
VW T5 Bus,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,299,No,vw-t5-bus,VW T5 Bus,,VW T5 Bus,VW T5 Bus,VW T5 Bus,Yes,Products only,,Yes,,,Brand layout,,1769,58
VW Sharan II,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,238,No,vw-sharan-ii,VW Sharan II,,VW Sharan II,VW Sharan II,VW Sharan II,Yes,Products only,,Yes,,,Brand layout,,1768,58
VW Scirocco III (Typ 13),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,163,Yes,vw-scirocco-iii-typ-13,VW Scirocco III (Typ 13),,VW Scirocco III (Typ 13),VW Scirocco III (Typ 13),VW Scirocco III (Typ 13),Yes,Products only,,Yes,,,Brand layout,,1767,58
VW Golf VII ,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,133,Yes,vw-golf-vii-au,VW Golf VII ,,VW Golf VII ,VW Golf VII ,VW Golf VII ,Yes,Products only,,Yes,,,Brand layout,,1760,58
VW Jetta V (1K5),Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,208,No,vw-jetta-v-1k5,VW Jetta V (1K5),,VW Jetta V (1K5),VW Jetta V (1K5),VW Jetta V (1K5),Yes,Products only,,Yes,,,Brand layout,,1761,58
VW Golf V ,Europe1/Brand/CAPRISTO EXHAUST/Volkswagen,103,Yes,vw-golf-v-1k,VW Golf V ,,VW Golf V ,VW Golf V ,VW Golf V ,Yes,Products only,,Yes,,,Brand layout,,1759,58
